 P1(4): d+c+b+a
 P27625(8): a*!b*!c*!d+a*b*c*d+!a*b*!c+!a*!b*c
 P27626(8): a*b*c*d+!a*!c*!d+!a*b*!c+!a*!b*c
 P27627(7): a*b*c*d+!a*b*!c+!a*!b*c
 P27628(8): !a*b*!c*d+a*b*c*d+!b*!c*!d+!a*!b*c
 P27629(8): a*!b*!c*!d+!a*b*!c*d+a*b*c*d+!a*!b*c
 P27630(8): !a*b*!c*d+a*b*c*d+!a*!b*!d+!a*!b*c
 P27631(7): !a*b*!c*d+a*b*c*d+!a*!b*c
 P27644(8): !a*b*!c*d+!a*!b*c*d+a*b*c*d+!b*!c*!d
 P27645(8): a*!b*!c*!d+!a*b*!c*d+!a*!b*c*d+a*b*c*d
 P27646(8): !a*!b*!c*!d+!a*b*!c*d+!a*!b*c*d+a*b*c*d
 P27647(7): !a*b*!c*d+!a*!b*c*d+a*b*c*d
 P28384(8): a*b*c*d+!c*!d+!a*!b
 P28385(8): a*b*c*d+b*!c*!d+a*!c*!d+!a*!b*d+!a*!b*c
 P28386(8): a*b*c*d+b*!c*!d+!a*!b
 P28387(8): a*b*c*d+b*!c*!d+!a*!b*d+!a*!b*c
 P28390(8): a*b*!c*!d+a*b*c*d+!a*!b
 P28391(8): a*b*!c*!d+a*b*c*d+!a*!b*d+!a*!b*c
 P28392(8): a*b*c*d+!b*!c*!d+!a*!c*!d+!a*!b
 P28393(8): a*!b*!c*!d+!a*b*!c*!d+a*b*c*d+!a*!b*d+!a*!b*c
 P28394(8): a*b*c*d+!a*!c*!d+!a*!b
 P28395(8): !a*b*!c*!d+a*b*c*d+!a*!b*d+!a*!b*c
 P28398(6): a*b*c*d+!a*!b
 P28399(6): a*b*c*d+!a*!b*d+!a*!b*c
 P28402(8): a*b*c*d+b*!c*!d+!a*!c*!d+!a*!b*d
 P28403(8): a*b*c*d+b*!c*!d+!a*!b*d
 P28406(8): a*b*!c*!d+a*b*c*d+!a*!b*d+!a*!b*!c
 P28407(8): a*b*!c*!d+a*b*c*d+!a*!b*d
 P28408(8): a*b*c*d+!b*!c*!d+!a*!c*!d+!a*!b*d
 P28409(8): a*!b*!c*!d+!a*b*!c*!d+a*b*c*d+!a*!b*d
 P28410(8): a*b*c*d+!a*!c*!d+!a*!b*d
 P28411(8): !a*b*!c*!d+a*b*c*d+!a*!b*d
 P28414(7): a*b*c*d+!a*!b*d+!a*!b*!c
 P28415(6): a*b*c*d+!a*!b*d
 P28662(8): !a*!b*!c*!d+a*b*!c*!d+!a*!b*c*d+a*b*c*d
 P28663(8): a*b*!c*!d+!a*!b*c*d+a*b*c*d
 P28664(8): !a*!b*c*d+a*b*c*d+!b*!c*!d+!a*!c*!d
 P28665(8): a*!b*!c*!d+!a*b*!c*!d+!a*!b*c*d+a*b*c*d
 P28666(8): !a*!b*c*d+a*b*c*d+!a*!c*!d
 P28667(8): !a*b*!c*!d+!a*!b*c*d+a*b*c*d
 P28670(8): !a*!b*!c*!d+!a*!b*c*d+a*b*c*d
 P28671(6): !a*!b*c*d+a*b*c*d
 P32488(8): a*b*c*d+!b*!c*!d+!a*!c*!d+!a*!b*!d+!a*!b*!c
 P32489(8): a*!b*!c*!d+!a*b*!c*!d+!a*!b*c*!d+!a*!b*!c*d+a*b*c*d
 P32490(8): a*b*c*d+!a*!c*!d+!a*!b*!d+!a*!b*!c
 P32491(8): !a*b*!c*!d+!a*!b*c*!d+!a*!b*!c*d+a*b*c*d
 P32494(8): a*b*c*d+!a*!b*!d+!a*!b*!c
 P32495(8): !a*!b*c*!d+!a*!b*!c*d+a*b*c*d
 P32510(7): a*b*c*d+!a*!b*!c
 P32511(7): !a*!b*!c*d+a*b*c*d
 P32766(8): !a*!b*!c*!d+a*b*c*d
 P32767(4): a*b*c*d
 P32768(4): !d+!c+!b+!a
 P32769(8): a*!d+!c*d+!b*c+!a*b
 P32770(7): b*!d+!c*d+!b*c+!a
 P32771(7): b*!d+!c*d+!a*d+!b*c
 P32774(8): a*b*!d+c*!d+!c*d+!b*d+!a*d+!a*!b
 P32775(8): a*b*!d+!c*d+!b*c+!a*c
 P32776(6): c*!d+!c*d+!b+!a
 P32777(8): c*!d+!c*d+!b*d+a*!b+!a*b
 P32778(6): c*!d+!c*d+!b*d+!a
 P32779(7): c*!d+!c*d+!b*c+!a*b
 P32782(6): c*!d+!c*d+!b*d+!a*d+!a*!b
 P32783(6): c*!d+!c*d+!b*d+!a*d
 P32790(8): a*b*!d+!a*!b*!c+a*!b*c+!a*b*c+!c*d+!b*d
 P32791(8): a*b*!d+a*!b*c+!a*b*c+!c*d+!b*d
 P32792(8): a*c*!d+!c*d+!b*d+!b*!c+!a*b
 P32793(8): b*c*!d+!c*d+!b*d+a*!b+!a*b
 P32794(8): a*c*!d+!c*d+!b*d+!a*!c+!a*b
 P32795(8): a*c*!d+!c*d+!b*d+!a*b
 P32798(8): a*c*!d+!a*!b*!c+!a*b*c+!c*d+!b*d
 P32799(8): a*c*!d+!a*b*c+!c*d+!b*d
 P32808(7): b*c*!d+!c*d+!b*d+!b*!c+!a
 P32809(8): b*c*!d+a*!b*!c+!c*d+!b*d+!a*c+!a*b
 P32810(7): b*c*!d+!c*d+!b*d+!a
 P32811(7): b*c*!d+!c*d+!b*d+!a*c+!a*b
 P32812(7): b*c*!d+!c*d+!b*d+!b*!c+!a*c
 P32813(8): b*c*!d+a*!b*!c+!c*d+!b*d+!a*c
 P32814(7): b*c*!d+!c*d+!b*d+!a*d+!a*!b
 P32815(7): b*c*!d+!c*d+!b*d+!a*c
 P32828(7): b*c*!d+!c*d+!b*d+!a*d+!b*!c
 P32829(8): b*c*!d+a*!b*!c+!c*d+!b*d+!a*d
 P32830(7): b*c*!d+!a*!b*!c+!c*d+!b*d+!a*d
 P32831(7): b*c*!d+!c*d+!b*d+!a*d
 P32872(8): a*b*c*!d+!c*d+!b*d+!a*d+!b*!c+!a*!c+!a*!b
 P32873(8): a*b*c*!d+a*!b*!c+!a*b*!c+!a*!b*c+!c*d+!b*d+!a*d
 P32874(8): a*b*c*!d+!c*d+!b*d+!a*d+!a*!c+!a*!b
 P32875(8): a*b*c*!d+!a*b*!c+!a*!b*c+!c*d+!b*d+!a*d
 P32878(8): a*b*c*!d+!c*d+!b*d+!a*d+!a*!b
 P32879(8): a*b*c*!d+!a*!b*c+!c*d+!b*d+!a*d
 P32894(8): a*b*c*!d+!a*!b*!c+!c*d+!b*d+!a*d
 P32895(8): a*b*c*!d+!c*d+!b*d+!a*d
 P32896(3): !c+!b+!a
 P32897(7): !c*d+a*!c+!b*c+!a*b
 P32898(6): !c*d+b*!c+!b*c+!a
 P32899(6): !c*d+b*!c+!b*c+!a*c
 P32902(7): a*b*!c+!c*d+!b*c+!a*c+!a*!b
 P32903(7): a*b*!c+!c*d+!b*c+!a*c
 P32904(4): !c*d+!b+!a
 P32905(7): !c*d+!b*c+a*!b+!a*b
 P32906(5): !c*d+!b*c+!a
 P32907(6): !c*d+!b*c+!a*b
 P32910(5): !c*d+!b*c+!a*c+!a*!b
 P32911(5): !c*d+!b*c+!a*c
 P32918(7): !a*!b*!c+a*b*!c+a*!b*c+!a*b*c+!c*d+!b*d
 P32919(7): a*b*!c+a*!b*c+!a*b*c+!c*d+!b*d
 P32920(6): !c*d+!b*d+!b*!c+a*!b+!a*b
 P32921(6): !c*d+!b*d+a*!b+!a*b
 P32922(7): a*!b*c+!c*d+!b*d+!a*!c+!a*b
 P32923(7): a*!b*c+!c*d+!b*d+!a*b
 P32926(7): !a*!b*!c+a*!b*c+!a*b*c+!c*d+!b*d
 P32927(7): a*!b*c+!a*b*c+!c*d+!b*d
 P32936(4): !c*d+!b*d+!b*!c+!a
 P32937(7): a*!b*!c+!c*d+!b*d+!a*c+!a*b
 P32938(4): !c*d+!b*d+!a
 P32939(6): !c*d+!b*d+!a*c+!a*b
 P32940(5): !c*d+!b*d+!b*!c+!a*c
 P32941(6): a*!b*!c+!c*d+!b*d+!a*c
 P32942(5): !c*d+!b*d+!a*c+!a*!b
 P32943(5): !c*d+!b*d+!a*c
 P32956(6): !a*b*c+!c*d+!b*d+!b*!c
 P32957(7): a*!b*!c+!a*b*c+!c*d+!b*d
 P32958(6): !a*!b*!c+!a*b*c+!c*d+!b*d
 P32959(6): !a*b*c+!c*d+!b*d
 P33000(4): !c*d+!b*d+!a*d+!b*!c+!a*!c+!a*!b
 P33001(7): a*!b*!c+!a*b*!c+!a*!b*c+!c*d+!b*d+!a*d
 P33002(4): !c*d+!b*d+!a*d+!a*!c+!a*!b
 P33003(6): !a*b*!c+!a*!b*c+!c*d+!b*d+!a*d
 P33006(4): !c*d+!b*d+!a*d+!a*!b
 P33007(5): !a*!b*c+!c*d+!b*d+!a*d
 P33022(4): !a*!b*!c+!c*d+!b*d+!a*d
 P33023(4): !c*d+!b*d+!a*d
 P33046(8): !a*!b*!c*!d+a*b*!d+b*!c*d+a*!c*d+!b*c*d+a*!b*c+!a*b*c
 P33047(8): a*b*!d+b*!c*d+a*!c*d+!b*c*d+a*!b*c+!a*b*c
 P33048(8): !b*!c*!d+b*c*!d+b*!c*d+!b*c*d+a*!b+!a*b
 P33049(8): b*c*!d+b*!c*d+!b*c*d+a*!b+!a*b
 P33050(8): !a*!c*!d+a*c*!d+a*!c*d+!b*c*d+!a*b
 P33051(8): a*c*!d+a*!c*d+!b*c*d+!a*b
 P33054(8): !a*!b*!c*!d+a*c*!d+b*!c*d+a*!c*d+!b*c*d+!a*b*c
 P33055(8): a*c*!d+b*!c*d+a*!c*d+!b*c*d+!a*b*c
 P33064(8): b*c*!d+b*!c*d+!b*c*d+a*!b*!c+!a*!d+!a*c
 P33065(8): b*c*!d+b*!c*d+!b*c*d+a*!b*!c+!a*c+!a*b
 P33066(8): b*c*!d+a*!c*d+!b*c*d+!a*!d+!a*b
 P33067(8): b*c*!d+a*!c*d+!b*c*d+!a*c+!a*b
 P33068(8): !b*!c*!d+b*c*!d+a*!c*d+!b*c*d+!a*b*d+!a*c
 P33069(8): b*c*!d+b*!c*d+!b*c*d+a*!b*!c+!a*c
 P33070(8): b*c*!d+!a*!b*!d+a*!c*d+!b*c*d+!a*b*d
 P33071(8): b*c*!d+b*!c*d+a*!c*d+!b*c*d+!a*c
 P33084(8): !b*!c*!d+b*c*!d+a*!c*d+!b*c*d+!a*b*d
 P33085(8): b*c*!d+b*!c*d+!b*c*d+!a*c*d+a*!b*!c
 P33086(8): !a*!b*!c*!d+b*c*!d+a*!c*d+!b*c*d+!a*b*d
 P33087(8): b*c*!d+a*!c*d+!b*c*d+!a*b*d
 P33128(8): a*b*c*!d+!b*!c*!d+a*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c
 P33129(8): a*b*c*!d+b*!c*d+!b*c*d+!a*c*d+a*!b*!c+!a*b*!c+!a*!b*c
 P33130(8): a*b*c*!d+!a*!c*!d+a*!c*d+!b*c*d+!a*b*d+!a*!b*c
 P33131(8): a*b*c*!d+a*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c
 P33134(8): a*b*c*!d+!a*!b*!d+a*!c*d+!b*c*d+!a*b*d
 P33135(8): a*b*c*!d+a*!c*d+!b*c*d+!a*b*d+!a*!b*c
 P33150(8): !a*!b*!c*!d+a*b*c*!d+a*!c*d+!b*c*d+!a*b*d
 P33151(8): a*b*c*!d+a*!c*d+!b*c*d+!a*b*d
 P33152(7): !c*!d+a*!c+!b*c+!a*b
 P33153(6): a*!c+!b*c+!a*b
 P33154(8): a*!c*d+!a*!d+b*!c+!b*c+!a*c
 P33155(7): a*!c*d+b*!c+!b*c+!a*c
 P33158(8): !a*!b*!d+b*!c*d+a*!c*d+a*b*!c+!b*c+!a*c
 P33159(7): b*!c*d+a*!c*d+a*b*!c+!b*c+!a*c
 P33160(8): a*!c*d+!b*!d+!b*c+!a*b
 P33161(7): b*!c*d+!b*c+a*!b+!a*b
 P33162(8): a*!c*d+!a*!d+!b*c+!a*b
 P33163(7): a*!c*d+!b*c+!a*b
 P33166(8): !a*!b*!d+b*!c*d+a*!c*d+!b*c+!a*c
 P33167(7): b*!c*d+a*!c*d+!b*c+!a*c
 P33174(8): !a*!b*!c*!d+b*!c*d+a*!c*d+!b*c*d+a*b*!c+a*!b*c+!a*b*c
 P33175(7): b*!c*d+a*!c*d+!b*c*d+a*b*!c+a*!b*c+!a*b*c
 P33176(8): !b*!c*!d+b*!c*d+!b*c*d+a*!b+!a*b
 P33177(7): b*!c*d+!b*c*d+a*!b+!a*b
 P33178(8): !a*!c*!d+a*!c*d+!b*c*d+a*!b*c+!a*b
 P33179(7): a*!c*d+!b*c*d+a*!b*c+!a*b
 P33182(8): !a*!b*!c*!d+b*!c*d+a*!c*d+!b*c*d+a*!b*c+!a*b*c
 P33183(7): b*!c*d+a*!c*d+!b*c*d+a*!b*c+!a*b*c
 P33192(8): b*!c*d+!b*c*d+a*!b*!c+!a*!d+!a*c
 P33193(7): b*!c*d+!b*c*d+a*!b*!c+!a*c+!a*b
 P33194(8): a*!c*d+!b*c*d+!a*!d+!a*b
 P33195(7): a*!c*d+!b*c*d+!a*c+!a*b
 P33196(8): !b*!c*!d+b*!c*d+a*!c*d+!b*c*d+!a*c
 P33197(7): b*!c*d+!b*c*d+a*!b*!c+!a*c
 P33198(8): !a*!b*!d+b*!c*d+a*!c*d+!b*c*d+!a*c
 P33199(7): b*!c*d+a*!c*d+!b*c*d+!a*c
 P33212(8): !b*!c*!d+b*!c*d+a*!c*d+!b*c*d+!a*b*c
 P33213(7): b*!c*d+!b*c*d+a*!b*!c+!a*b*c
 P33214(8): !a*!b*!c*!d+b*!c*d+a*!c*d+!b*c*d+!a*b*c
 P33215(7): b*!c*d+a*!c*d+!b*c*d+!a*b*c
 P33256(8): !b*!c*!d+a*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c
 P33257(7): b*!c*d+!b*c*d+!a*c*d+a*!b*!c+!a*b*!c+!a*!b*c
 P33258(8): !a*!c*!d+a*!c*d+!b*c*d+!a*b*d+!a*!b*c
 P33259(7): a*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c
 P33262(8): !a*!b*!d+a*!c*d+!b*c*d+!a*b*d
 P33263(7): a*!c*d+!b*c*d+!a*b*d+!a*!b*c
 P33278(8): !a*!b*!c*!d+a*!c*d+!b*c*d+!a*b*d
 P33279(7): a*!c*d+!b*c*d+!a*b*d
 P33320(7): !b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a
 P33321(8): a*!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*d+!a*c+!a*b
 P33322(7): b*c*!d+b*!c*d+!b*c*d+!a
 P33323(7): b*c*!d+b*!c*d+!b*c*d+!a*d+!a*c+!a*b
 P33324(7): !b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*d+!a*!b
 P33325(8): a*!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*d+!a*c
 P33326(7): b*c*!d+b*!c*d+!b*c*d+!a*d+!a*!b
 P33327(7): b*c*!d+b*!c*d+!b*c*d+!a*d+!a*c
 P33340(7): !b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*d
 P33341(8): a*!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*d
 P33342(7): b*c*!d+b*!c*d+!b*c*d+!a*!b*!c+!a*d
 P33343(7): b*c*!d+b*!c*d+!b*c*d+!a*d
 P33344(8): !c*!d+a*!d+!a*d+b*!c+!b*c
 P33345(8): a*!d+!a*d+b*!c+!b*c
 P33346(8): a*c*!d+!a*d+b*!c+!a*!c+!b*c
 P33347(8): a*c*!d+!a*d+b*!c+!b*c
 P33350(8): a*b*!d+b*!c*d+!a*d+!b*c+!a*!b
 P33351(8): a*b*!d+b*!c*d+!a*d+!b*c
 P33352(8): a*c*!d+b*!c*d+!b*!d+!a*d+!a*!c+!b*c
 P33353(8): a*c*!d+a*!b*!d+b*!c*d+!a*b*!c+!a*d+!b*c
 P33354(8): a*c*!d+b*!c*d+!a*d+!a*!c+!b*c
 P33355(8): a*c*!d+b*!c*d+!a*b*!c+!a*d+!b*c
 P33358(8): a*c*!d+b*!c*d+!a*d+!b*c+!a*!b
 P33359(8): a*c*!d+b*!c*d+!a*d+!b*c
 P33364(8): !b*!c*!d+b*!c*d+!b*c*d+a*!d+!a*d
 P33365(8): b*!c*d+!b*c*d+a*!d+!a*d
 P33366(8): a*b*!d+b*!c*d+!a*!b*!c+a*!b*c+!a*d
 P33367(8): a*b*!d+b*!c*d+a*!b*c+!a*d
 P33368(8): !b*!c*!d+a*c*!d+b*!c*d+!b*c*d+!a*d+!a*!c
 P33369(8): a*c*!d+a*!b*!d+b*!c*d+!b*c*d+!a*b*!c+!a*d
 P33370(8): a*c*!d+b*!c*d+!b*c*d+!a*d+!a*!c
 P33371(8): a*c*!d+b*!c*d+!b*c*d+!a*b*!c+!a*d
 P33372(8): !b*!c*!d+a*c*!d+b*!c*d+!b*c*d+!a*d
 P33373(8): a*c*!d+a*!b*!d+b*!c*d+!b*c*d+!a*d
 P33374(8): a*c*!d+b*!c*d+!b*c*d+!a*!b*!c+!a*d
 P33375(8): a*c*!d+b*!c*d+!b*c*d+!a*d
 P33384(8): a*b*c*!d+!b*!c*!d+b*!c*d+!b*c*d+!a*d+!a*!c+!a*!b
 P33385(8): a*!b*!c*!d+a*b*c*!d+b*!c*d+!b*c*d+!a*b*!c+!a*!b*c+!a*d
 P33386(8): a*b*c*!d+b*!c*d+!b*c*d+!a*d+!a*!c+!a*!b
 P33387(8): a*b*c*!d+b*!c*d+!b*c*d+!a*b*!c+!a*!b*c+!a*d
 P33388(8): a*b*c*!d+!b*!c*!d+b*!c*d+!b*c*d+!a*d+!a*!b
 P33389(8): a*!b*!c*!d+a*b*c*!d+b*!c*d+!b*c*d+!a*!b*c+!a*d
 P33390(8): a*b*c*!d+b*!c*d+!b*c*d+!a*d+!a*!b
 P33391(8): a*b*c*!d+b*!c*d+!b*c*d+!a*!b*c+!a*d
 P33404(8): a*b*c*!d+!b*!c*!d+b*!c*d+!b*c*d+!a*d
 P33405(8): a*!b*!c*!d+a*b*c*!d+b*!c*d+!b*c*d+!a*d
 P33406(8): a*b*c*!d+b*!c*d+!b*c*d+!a*!b*!c+!a*d
 P33407(8): a*b*c*!d+b*!c*d+!b*c*d+!a*d
 P33408(6): !c*!d+b*!c+!b*c+!a
 P33409(8): a*!c*!d+!a*d+b*!c+!b*c+!a*c
 P33410(5): b*!c+!b*c+!a
 P33411(6): !a*d+b*!c+!b*c+!a*c
 P33412(8): a*b*!c+!b*!d+!a*d+!b*c+!a*c
 P33413(8): a*!c*!d+b*!c*d+!a*d+!b*c+!a*c
 P33414(7): a*b*!c+!a*d+!b*c+!a*c+!a*!b
 P33415(7): a*b*!c+!a*d+!b*c+!a*c
 P33416(7): b*!c*d+!b*!d+!b*c+!a
 P33417(8): a*!b*!d+b*!c*d+!a*d+!b*c+!a*b
 P33418(6): b*!c*d+!b*c+!a
 P33419(6): b*!c*d+!a*d+!b*c+!a*b
 P33420(7): b*!c*d+!b*!d+!a*d+!b*c+!a*c
 P33421(8): a*!b*!d+b*!c*d+!a*d+!b*c+!a*c
 P33422(6): b*!c*d+!b*c+!a*c+!a*!b
 P33423(6): b*!c*d+!a*d+!b*c+!a*c
 P33428(8): a*!c*!d+b*!c*d+!a*!b*!c+a*!b*c+!a*b*c+!a*d
 P33429(8): a*!c*!d+b*!c*d+a*!b*c+!a*b*c+!a*d
 P33430(7): !a*!b*!c+a*b*!c+a*!b*c+!a*b*c+!a*d
 P33431(7): a*b*!c+a*!b*c+!a*b*c+!a*d
 P33432(8): a*!b*!d+b*!c*d+!b*c*d+!a*!c+!a*b
 P33433(8): a*!b*!d+b*!c*d+!b*c*d+!a*d+!a*b
 P33434(7): b*!c*d+a*!b*c+!a*d+!a*!c+!a*b
 P33435(7): b*!c*d+a*!b*c+!a*d+!a*b
 P33436(8): a*!b*!d+b*!c*d+!b*c*d+!a*!b*!c+!a*b*c
 P33437(8): a*!b*!d+b*!c*d+!b*c*d+!a*b*c+!a*d
 P33438(7): b*!c*d+!a*!b*!c+a*!b*c+!a*b*c+!a*d
 P33439(7): b*!c*d+a*!b*c+!a*b*c+!a*d
 P33448(7): !b*!c*!d+b*!c*d+!b*c*d+!a
 P33449(8): a*!b*!c*!d+b*!c*d+!b*c*d+!a*d+!a*c+!a*b
 P33450(6): b*!c*d+!b*c*d+!a
 P33451(6): b*!c*d+!b*c*d+!a*d+!a*c+!a*b
 P33452(7): !b*!c*!d+b*!c*d+!b*c*d+!a*d+!a*c
 P33453(8): a*!b*!c*!d+b*!c*d+!b*c*d+!a*d+!a*c
 P33454(6): b*!c*d+!b*c*d+!a*c+!a*!b
 P33455(6): b*!c*d+!b*c*d+!a*d+!a*c
 P33468(7): !b*!c*!d+b*!c*d+!b*c*d+!a*b*c+!a*d
 P33469(8): a*!b*!c*!d+b*!c*d+!b*c*d+!a*b*c+!a*d
 P33470(6): b*!c*d+!b*c*d+!a*!b*!c+!a*b*c
 P33471(6): b*!c*d+!b*c*d+!a*b*c+!a*d
 P33472(7): !c*!d+!a*d+b*!c+!b*c
 P33473(8): a*!c*!d+!a*d+b*!c+!b*c
 P33474(6): !a*d+b*!c+!a*!c+!b*c
 P33475(6): !a*d+b*!c+!b*c
 P33476(8): a*b*!c+!b*!d+!a*d+!b*c
 P33477(8): a*!c*!d+b*!c*d+!a*d+!b*c
 P33478(7): a*b*!c+!a*d+!b*c+!a*!b
 P33479(7): a*b*!c+!a*d+!b*c
 P33480(7): b*!c*d+!b*!d+!a*d+!a*!c+!b*c
 P33481(8): a*!b*!d+b*!c*d+!a*b*!c+!a*d+!b*c
 P33482(6): b*!c*d+!a*d+!a*!c+!b*c
 P33483(6): b*!c*d+!a*b*!c+!a*d+!b*c
 P33484(7): b*!c*d+!b*!d+!a*d+!b*c
 P33485(8): a*!b*!d+b*!c*d+!a*d+!b*c
 P33486(6): b*!c*d+!a*d+!b*c+!a*!b
 P33487(6): b*!c*d+!a*d+!b*c
 P33492(8): !b*!c*!d+a*!c*!d+b*!c*d+a*!b*c+!a*d
 P33493(8): a*!c*!d+b*!c*d+a*!b*c+!a*d
 P33494(7): !a*!b*!c+a*b*!c+a*!b*c+!a*d
 P33495(7): a*b*!c+a*!b*c+!a*d
 P33496(8): a*!b*!d+b*!c*d+!b*c*d+!a*d+!a*!c
 P33497(8): a*!b*!d+b*!c*d+!b*c*d+!a*b*!c+!a*d
 P33498(7): b*!c*d+a*!b*c+!a*d+!a*!c
 P33499(7): b*!c*d+!a*b*!c+a*!b*c+!a*d
 P33500(8): !b*!c*!d+a*!b*!d+b*!c*d+!b*c*d+!a*d
 P33501(8): a*!b*!d+b*!c*d+!b*c*d+!a*d
 P33502(7): b*!c*d+!a*!b*!c+a*!b*c+!a*d
 P33503(7): b*!c*d+a*!b*c+!a*d
 P33512(7): !b*!c*!d+b*!c*d+!b*c*d+!a*d+!a*!c+!a*!b
 P33513(8): a*!b*!c*!d+b*!c*d+!b*c*d+!a*b*!c+!a*!b*c+!a*d
 P33514(6): b*!c*d+!b*c*d+!a*d+!a*!c+!a*!b
 P33515(6): b*!c*d+!b*c*d+!a*b*!c+!a*!b*c+!a*d
 P33516(7): !b*!c*!d+b*!c*d+!b*c*d+!a*d+!a*!b
 P33517(8): a*!b*!c*!d+b*!c*d+!b*c*d+!a*!b*c+!a*d
 P33518(6): b*!c*d+!b*c*d+!a*d+!a*!b
 P33519(6): b*!c*d+!b*c*d+!a*!b*c+!a*d
 P33532(7): !b*!c*!d+b*!c*d+!b*c*d+!a*d
 P33533(8): a*!b*!c*!d+b*!c*d+!b*c*d+!a*d
 P33534(6): b*!c*d+!b*c*d+!a*!b*!c+!a*d
 P33535(6): b*!c*d+!b*c*d+!a*d
 P33596(7): !b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*c*d
 P33597(8): a*!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*c*d
 P33598(7): !a*!b*!c*!d+b*c*!d+b*!c*d+!b*c*d+!a*c*d
 P33599(7): b*c*!d+b*!c*d+!b*c*d+!a*c*d
 P33622(8): !a*!b*!c*!d+a*b*!d+b*!c*d+!a*c*d+a*!b*c
 P33623(8): a*b*!d+b*!c*d+!a*c*d+a*!b*c
 P33624(8): !b*!c*!d+a*c*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c
 P33625(8): a*c*!d+a*!b*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c
 P33626(8): !a*!c*!d+a*c*!d+b*!c*d+!b*c*d+!a*c*d
 P33627(8): a*c*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c
 P33630(8): !a*!b*!c*!d+a*c*!d+b*!c*d+!b*c*d+!a*c*d
 P33631(8): a*c*!d+b*!c*d+!b*c*d+!a*c*d
 P33640(8): a*b*c*!d+!b*!c*!d+!a*!c*!d+!a*!b*!d+b*!c*d+!b*c*d+!a*c*d
 P33641(8): a*!b*!c*!d+a*b*c*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c
 P33642(8): a*b*c*!d+!a*!c*!d+!a*!b*!d+b*!c*d+!b*c*d+!a*c*d
 P33643(8): a*b*c*!d+b*!c*d+!b*c*d+!a*c*d+!a*b*!c+!a*!b*c
 P33644(8): a*b*c*!d+!b*!c*!d+b*!c*d+!b*c*d+!a*c*d+!a*!b*c
 P33645(8): a*!b*!c*!d+a*b*c*!d+b*!c*d+!b*c*d+!a*c*d+!a*!b*c
 P33646(8): a*b*c*!d+!a*!b*!d+b*!c*d+!b*c*d+!a*c*d
 P33647(8): a*b*c*!d+b*!c*d+!b*c*d+!a*c*d+!a*!b*c
 P33660(8): a*b*c*!d+!b*!c*!d+b*!c*d+!b*c*d+!a*c*d
 P33661(8): a*!b*!c*!d+a*b*c*!d+b*!c*d+!b*c*d+!a*c*d
 P33662(8): !a*!b*!c*!d+a*b*c*!d+b*!c*d+!b*c*d+!a*c*d
 P33663(8): a*b*c*!d+b*!c*d+!b*c*d+!a*c*d
 P33664(6): !c*!d+b*!c+!b*c+!a*c
 P33665(7): a*!c*!d+b*!c+!b*c+!a*c
 P33666(6): !a*!d+b*!c+!b*c+!a*c
 P33667(5): b*!c+!b*c+!a*c
 P33668(8): !a*b*d+a*b*!c+!b*!d+!b*c+!a*c
 P33669(8): a*!c*!d+b*!c*d+!b*c+!a*c
 P33670(8): !a*!b*!d+!a*b*d+a*b*!c+!b*c+!a*c
 P33671(7): !a*b*d+a*b*!c+!b*c+!a*c
 P33672(7): b*!c*d+!b*!d+!b*c+!a*b
 P33673(8): a*!b*!d+b*!c*d+!b*c+!a*b
 P33674(7): b*!c*d+!a*!d+!b*c+!a*c
 P33675(6): b*!c*d+!b*c+!a*b
 P33676(7): b*!c*d+!b*!d+!b*c+!a*c
 P33677(8): a*!b*!d+b*!c*d+!b*c+!a*c
 P33678(7): !a*!b*!d+b*!c*d+!b*c+!a*c
 P33679(6): b*!c*d+!b*c+!a*c
 P33684(8): !b*!c*!d+b*!c*d+!b*c*d+a*b*!c+a*!b*c+!a*b*c
 P33685(8): a*!c*!d+b*!c*d+!b*c*d+a*!b*c+!a*b*c
 P33686(8): !a*!b*!c*!d+b*!c*d+!b*c*d+a*b*!c+a*!b*c+!a*b*c
 P33687(7): b*!c*d+!b*c*d+a*b*!c+a*!b*c+!a*b*c
 P33688(8): !a*!c*!d+a*!b*!d+b*!c*d+!b*c*d+!a*b
 P33689(8): a*!b*!d+b*!c*d+!b*c*d+!a*b
 P33690(8): !a*!c*!d+b*!c*d+!b*c*d+a*!b*c+!a*b
 P33691(7): b*!c*d+!b*c*d+a*!b*c+!a*b
